temperatureid,countryid,tempyear,elementid,temperatureincrease
25048,795,2011,7271,1.063
25049,795,2012,7271,0.745
25050,795,2013,7271,1.604
25051,795,2014,7271,0.673
25052,795,2015,7271,1.387
25053,795,2016,7271,1.972
25054,795,2017,7271,1.653
25055,795,2018,7271,1.486
25056,795,2019,7271,1.768
25057,795,2020,7271,1.476
25058,795,2021,7271,1.599
25059,795,1992,6078,
25060,795,1993,6078,
25061,795,1994,6078,
25062,795,1995,6078,
25063,795,1996,6078,
25064,795,1997,6078,
25065,795,1998,6078,
25066,795,1999,6078,
25067,795,2000,6078,
25068,795,2001,6078,
25069,795,2002,6078,
25070,795,2003,6078,
25071,795,2004,6078,
25072,795,2005,6078,
25073,795,2006,6078,
25074,795,2007,6078,
25075,795,2008,6078,
25076,795,2009,6078,
25077,795,2010,6078,
25078,795,2011,6078,
25079,795,2012,6078,
25080,795,2013,6078,
25081,795,2014,6078,
25082,795,2015,6078,
25083,795,2016,6078,
25084,795,2017,6078,
25085,795,2018,6078,
25086,795,2019,6078,
25087,795,2020,6078,
25088,795,2021,6078,
25089,796,1961,7271,0.055
25090,796,1962,7271,-0.091
25091,796,1963,7271,0.225
25092,796,1964,7271,0.43
25093,796,1965,7271,-0.128
25094,796,1966,7271,0.274
25095,796,1967,7271,
25096,796,1968,7271,
25097,796,1969,7271,
25098,796,1970,7271,
25099,796,1971,7271,-0.17
25100,796,1972,7271,-0.23
25101,796,1973,7271,0.04
25102,796,1974,7271,-0.125
25103,796,1975,7271,0.19
25104,796,1976,7271,-0.418
25105,796,1977,7271,0.119
25106,796,1978,7271,0.572
25107,796,1979,7271,-0.085
25108,796,1980,7271,0.124
25109,796,1981,7271,
25110,796,1982,7271,
25111,796,1983,7271,
25112,796,1984,7271,
25113,796,1985,7271,
25114,796,1986,7271,
25115,796,1987,7271,
25116,796,1988,7271,
25117,796,1989,7271,
25118,796,1990,7271,
25119,796,1991,7271,
25120,796,1992,7271,
25121,796,1993,7271,
25122,796,1994,7271,
25123,796,1995,7271,
25124,796,1996,7271,
25125,796,1997,7271,
25126,796,1998,7271,
25127,796,1999,7271,
25128,796,2000,7271,
25129,796,2001,7271,
25130,796,2002,7271,
25131,796,2003,7271,
25132,796,2004,7271,
25133,796,2005,7271,
25134,796,2006,7271,
25135,796,2007,7271,
25136,796,2008,7271,
25137,796,2009,7271,
25138,796,2010,7271,
25139,796,2011,7271,
25140,796,2012,7271,
25141,796,2013,7271,
25142,796,2014,7271,
25143,796,2015,7271,
25144,796,2016,7271,
25145,796,2017,7271,
25146,796,2018,7271,
25147,796,2019,7271,
25148,796,2020,7271,
25149,796,2021,7271,
25150,796,1961,6078,0.392
25151,796,1962,6078,0.392
25152,796,1963,6078,0.392
25153,796,1964,6078,0.392
25154,796,1965,6078,0.392
25155,796,1966,6078,0.392
25156,796,1967,6078,
25157,796,1968,6078,
25158,796,1969,6078,
25159,796,1970,6078,
25160,796,1971,6078,0.392
25161,796,1972,6078,0.392
25162,796,1973,6078,0.392
25163,796,1974,6078,0.392
25164,796,1975,6078,0.392
25165,796,1976,6078,0.392
25166,796,1977,6078,0.392
25167,796,1978,6078,0.392
25168,796,1979,6078,0.392
25169,796,1980,6078,0.392
25170,796,1981,6078,
25171,796,1982,6078,
25172,796,1983,6078,
25173,796,1984,6078,
25174,796,1985,6078,
25175,796,1986,6078,
25176,796,1987,6078,
25177,796,1988,6078,
25178,796,1989,6078,
25179,796,1990,6078,
25180,796,1991,6078,
25181,796,1992,6078,
25182,796,1993,6078,
25183,796,1994,6078,
25184,796,1995,6078,
25185,796,1996,6078,
25186,796,1997,6078,
25187,796,1998,6078,
25188,796,1999,6078,
25189,796,2000,6078,
25190,796,2001,6078,
25191,796,2002,6078,
25192,796,2003,6078,
25193,796,2004,6078,
25194,796,2005,6078,
25195,796,2006,6078,
25196,796,2007,6078,
25197,796,2008,6078,
25198,796,2009,6078,
25199,796,2010,6078,
25200,796,2011,6078,
25201,796,2012,6078,
25202,796,2013,6078,
25203,796,2014,6078,
25204,796,2015,6078,
25205,796,2016,6078,
25206,796,2017,6078,
25207,796,2018,6078,
25208,796,2019,6078,
25209,796,2020,6078,
25210,796,2021,6078,
25211,798,1961,7271,-0.037
25212,798,1962,7271,0.118
25213,798,1963,7271,0.002
25214,798,1964,7271,0.006
25215,798,1965,7271,-0.296
25216,798,1966,7271,0.023
25217,798,1967,7271,-0.218
25218,798,1968,7271,-0.22
25219,798,1969,7271,0.214
25220,798,1970,7271,-0.028
25221,798,1971,7271,-0.258
25222,798,1972,7271,-0.147
25223,798,1973,7271,0.146
25224,798,1974,7271,-0.381
25225,798,1975,7271,
25226,798,1976,7271,-0.07
25227,798,1977,7271,-0.108
25228,798,1978,7271,0.01
25229,798,1979,7271,0.186
25230,798,1980,7271,0.219
25231,798,1981,7271,0.085
25232,798,1982,7271,-0.021
25233,798,1983,7271,0.007
25234,798,1984,7271,0.115
25235,798,1985,7271,0.264
25236,798,1986,7271,0.488
25237,798,1987,7271,-0.009
25238,798,1988,7271,0.078
25239,798,1989,7271,-0.136
25240,798,1990,7271,0.208
25241,798,1991,7271,0.541
25242,798,1992,7271,0.218
25243,798,1993,7271,0.052
25244,798,1994,7271,
25245,798,1995,7271,0.473
25246,798,1996,7271,0.44
25247,798,1997,7271,0.489
25248,798,1998,7271,0.271
25249,798,1999,7271,0.468
25250,798,2000,7271,0.577
25251,798,2001,7271,0.842
25252,798,2002,7271,0.865
25253,798,2003,7271,0.652
25254,798,2004,7271,0.723
25255,798,2005,7271,0.839
25256,798,2006,7271,0.69
25257,798,2007,7271,0.786
25258,798,2008,7271,0.391
25259,798,2009,7271,0.713
25260,798,2010,7271,0.978
25261,798,2011,7271,0.855
25262,798,2012,7271,0.661
25263,798,2013,7271,0.732
25264,798,2014,7271,0.696
25265,798,2015,7271,0.847
25266,798,2016,7271,0.972
25267,798,2017,7271,1.062
25268,798,2018,7271,1.024
25269,798,2019,7271,1.127
25270,798,2020,7271,1.245
25271,798,2021,7271,0.739
25272,798,1961,6078,0.163
25273,798,1962,6078,0.163
25274,798,1963,6078,0.163
25275,798,1964,6078,0.163
25276,798,1965,6078,0.163
25277,798,1966,6078,0.163
25278,798,1967,6078,0.163
25279,798,1968,6078,0.163
25280,798,1969,6078,0.163
25281,798,1970,6078,0.163
25282,798,1971,6078,0.163
25283,798,1972,6078,0.163
25284,798,1973,6078,0.163
25285,798,1974,6078,0.163
25286,798,1975,6078,
25287,798,1976,6078,0.163
25288,798,1977,6078,0.163
25289,798,1978,6078,0.163
25290,798,1979,6078,0.163
25291,798,1980,6078,0.163
25292,798,1981,6078,0.163
25293,798,1982,6078,0.163
25294,798,1983,6078,0.163
25295,798,1984,6078,0.163
25296,798,1985,6078,0.163
25297,798,1986,6078,0.163
25298,798,1987,6078,0.163
25299,798,1988,6078,0.163
25300,798,1989,6078,0.163
25301,798,1990,6078,0.163
25302,798,1991,6078,0.163
25303,798,1992,6078,0.163
25304,798,1993,6078,0.163
25305,798,1994,6078,
25306,798,1995,6078,0.163
25307,798,1996,6078,0.163
25308,798,1997,6078,0.163
25309,798,1998,6078,0.163
25310,798,1999,6078,0.163
25311,798,2000,6078,0.163
25312,798,2001,6078,0.163
25313,798,2002,6078,0.163
25314,798,2003,6078,0.163
25315,798,2004,6078,0.163
25316,798,2005,6078,0.163
25317,798,2006,6078,0.163
25318,798,2007,6078,0.163
25319,798,2008,6078,0.163
25320,798,2009,6078,0.163
25321,798,2010,6078,0.163
25322,798,2011,6078,0.163
25323,798,2012,6078,0.163
25324,798,2013,6078,0.163
25325,798,2014,6078,0.163
25326,798,2015,6078,0.163
25327,798,2016,6078,0.163
25328,798,2017,6078,0.163
25329,798,2018,6078,0.163
25330,798,2019,6078,0.163
25331,798,2020,6078,0.163
25332,798,2021,6078,0.163
25333,800,1961,7271,-0.044
25334,800,1962,7271,-0.29
25335,800,1963,7271,-0.203
25336,800,1964,7271,-0.257
25337,800,1965,7271,-0.126
25338,800,1966,7271,-0.002
25339,800,1967,7271,-0.073
25340,800,1968,7271,-0.263
25341,800,1969,7271,0.116
25342,800,1970,7271,-0.01
25343,800,1971,7271,-0.184
25344,800,1972,7271,0.083
25345,800,1973,7271,0.363
25346,800,1974,7271,-0.122
25347,800,1975,7271,-0.033
25348,800,1976,7271,0.075
25349,800,1977,7271,0.204
25350,800,1978,7271,0.144
25351,800,1979,7271,0.366
25352,800,1980,7271,0.712
25353,800,1981,7271,0.583
25354,800,1982,7271,0.577
25355,800,1983,7271,0.856
25356,800,1984,7271,0.428
25357,800,1985,7271,0.243
25358,800,1986,7271,0.402
25359,800,1987,7271,0.766
25360,800,1988,7271,0.607
25361,800,1989,7271,0.063
25362,800,1990,7271,0.417
25363,800,1991,7271,0.309
25364,800,1992,7271,0.325
25365,800,1993,7271,0.079
25366,800,1994,7271,0.343
25367,800,1995,7271,0.51
25368,800,1996,7271,0.51
25369,800,1997,7271,0.559
25370,800,1998,7271,0.44
25371,800,1999,7271,0.109
25372,800,2000,7271,0.345
25373,800,2001,7271,0.457
25374,800,2002,7271,0.909
25375,800,2003,7271,0.877
25376,800,2004,7271,0.564
25377,800,2005,7271,0.966
25378,800,2006,7271,0.558
25379,800,2007,7271,0.09
25380,800,2008,7271,0.717
25381,800,2009,7271,1.153
25382,800,2010,7271,1.304
25383,800,2011,7271,1.115
25384,800,2012,7271,0.709
25385,800,2013,7271,0.764
25386,800,2014,7271,0.799
25387,800,2015,7271,0.828
25388,800,2016,7271,0.926
25389,800,2017,7271,1.395
25390,800,2018,7271,0.701
25391,800,2019,7271,1.227
25392,800,2020,7271,0.85
25393,800,2021,7271,1.121
25394,800,1961,6078,0.245
25395,800,1962,6078,0.245
25396,800,1963,6078,0.245
25397,800,1964,6078,0.245
25398,800,1965,6078,0.245
25399,800,1966,6078,0.245
25400,800,1967,6078,0.245
25401,800,1968,6078,0.245
25402,800,1969,6078,0.245
25403,800,1970,6078,0.245
25404,800,1971,6078,0.245
25405,800,1972,6078,0.245
25406,800,1973,6078,0.245
25407,800,1974,6078,0.245
25408,800,1975,6078,0.245
25409,800,1976,6078,0.245
25410,800,1977,6078,0.245
25411,800,1978,6078,0.245
25412,800,1979,6078,0.245
25413,800,1980,6078,0.245
25414,800,1981,6078,0.245
25415,800,1982,6078,0.245
25416,800,1983,6078,0.245
25417,800,1984,6078,0.245
25418,800,1985,6078,0.245
25419,800,1986,6078,0.245
25420,800,1987,6078,0.245
25421,800,1988,6078,0.245
25422,800,1989,6078,0.245
25423,800,1990,6078,0.245
25424,800,1991,6078,0.245
25425,800,1992,6078,0.245
25426,800,1993,6078,0.245
25427,800,1994,6078,0.245
25428,800,1995,6078,0.245
25429,800,1996,6078,0.245
25430,800,1997,6078,0.245
25431,800,1998,6078,0.245
25432,800,1999,6078,0.245
25433,800,2000,6078,0.245
25434,800,2001,6078,0.245
25435,800,2002,6078,0.245
25436,800,2003,6078,0.245
25437,800,2004,6078,0.245
25438,800,2005,6078,0.245
25439,800,2006,6078,0.245
25440,800,2007,6078,0.245
25441,800,2008,6078,0.245
25442,800,2009,6078,0.245
25443,800,2010,6078,0.245
25444,800,2011,6078,0.245
25445,800,2012,6078,0.245
25446,800,2013,6078,0.245
25447,800,2014,6078,0.245
25448,800,2015,6078,0.245
25449,800,2016,6078,0.245
25450,800,2017,6078,0.245
25451,800,2018,6078,0.245
25452,800,2019,6078,0.245
25453,800,2020,6078,0.245
25454,800,2021,6078,0.245
25455,804,1992,7271,0.459
25456,804,1993,7271,-0.741
25457,804,1994,7271,1.149
25458,804,1995,7271,0.949
25459,804,1996,7271,-0.414
25460,804,1997,7271,-0.336
25461,804,1998,7271,0.73
25462,804,1999,7271,1.157
25463,804,2000,7271,1.425
25464,804,2001,7271,1.795
25465,804,2002,7271,1.539
25466,804,2003,7271,-0.268
25467,804,2004,7271,0.918
25468,804,2005,7271,1.01
25469,804,2006,7271,0.26
25470,804,2007,7271,2.365
25471,804,2008,7271,1.608
25472,804,2009,7271,1.594
25473,804,2010,7271,1.635
25474,804,2011,7271,0.564
25475,804,2012,7271,1.938
25476,804,2013,7271,1.501
25477,804,2014,7271,1.691
25478,804,2015,7271,2.047
25479,804,2016,7271,2.09
25480,804,2017,7271,1.401
25481,804,2018,7271,2.222
25482,804,2019,7271,2.355
25483,804,2020,7271,3.014
25484,804,2021,7271,1.43
25485,804,1992,6078,
25486,804,1993,6078,
25487,804,1994,6078,
25488,804,1995,6078,
25489,804,1996,6078,
25490,804,1997,6078,
25491,804,1998,6078,
25492,804,1999,6078,
25493,804,2000,6078,
25494,804,2001,6078,
25495,804,2002,6078,
25496,804,2003,6078,
25497,804,2004,6078,
25498,804,2005,6078,
25499,804,2006,6078,
25500,804,2007,6078,
25501,804,2008,6078,
25502,804,2009,6078,
25503,804,2010,6078,
25504,804,2011,6078,
25505,804,2012,6078,
25506,804,2013,6078,
25507,804,2014,6078,
25508,804,2015,6078,
25509,804,2016,6078,
25510,804,2017,6078,
25511,804,2018,6078,
25512,804,2019,6078,
25513,804,2020,6078,
25514,804,2021,6078,
25515,784,1961,7271,-0.278
25516,784,1962,7271,0.421
25517,784,1963,7271,0.269
25518,784,1964,7271,-0.374
25519,784,1965,7271,0.114
25520,784,1966,7271,0.175
25521,784,1967,7271,-0.217
25522,784,1968,7271,-0.777
25523,784,1969,7271,0.372
25524,784,1970,7271,0.248
25525,784,1971,7271,-0.295
25526,784,1972,7271,-0.449
25527,784,1973,7271,0.052
25528,784,1974,7271,-0.195
25529,784,1975,7271,-0.269
25530,784,1976,7271,-0.497
25531,784,1977,7271,0.46
25532,784,1978,7271,0.105
25533,784,1979,7271,0.531
25534,784,1980,7271,0.487
25535,784,1981,7271,0.355
25536,784,1982,7271,-0.328
25537,784,1983,7271,-0.699
25538,784,1984,7271,-0.159
25539,784,1985,7271,0.23
25540,784,1986,7271,0.294
25541,784,1987,7271,0.269
25542,784,1988,7271,0.325
25543,784,1989,7271,-0.169
25544,784,1990,7271,0.364
25545,784,1991,7271,-0.156
25546,784,1992,7271,-0.579
25547,784,1993,7271,0.072
25548,784,1994,7271,0.482
25549,784,1995,7271,-0.125
25550,784,1996,7271,0.391
25551,784,1997,7271,-0.222
25552,784,1998,7271,1.015
25553,784,1999,7271,1.351
25554,784,2000,7271,0.72
25555,784,2001,7271,0.592
25556,784,2002,7271,1.137
25557,784,2003,7271,1.046
25558,784,2004,7271,1.011
25559,784,2005,7271,0.679
25560,784,2006,7271,1.211
25561,784,2007,7271,0.757
25562,784,2008,7271,0.717
25563,784,2009,7271,0.862
25564,784,2010,7271,1.456
25565,784,2011,7271,1.133
25566,784,2012,7271,1.095
25567,784,2013,7271,0.756
25568,784,2014,7271,0.935
25569,784,2015,7271,1.561
25570,784,2016,7271,1.08
25571,784,2017,7271,1.666
25572,784,2018,7271,1.53
25573,784,2019,7271,1.247
25574,784,2020,7271,1.282
25575,784,2021,7271,1.75
25576,784,1961,6078,0.332
25577,784,1962,6078,0.332
25578,784,1963,6078,0.332
25579,784,1964,6078,0.332
25580,784,1965,6078,0.332
25581,784,1966,6078,0.332
25582,784,1967,6078,0.332
25583,784,1968,6078,0.332
25584,784,1969,6078,0.332
25585,784,1970,6078,0.332
25586,784,1971,6078,0.332
25587,784,1972,6078,0.332
25588,784,1973,6078,0.332
25589,784,1974,6078,0.332
25590,784,1975,6078,0.332
25591,784,1976,6078,0.332
25592,784,1977,6078,0.332
25593,784,1978,6078,0.332
25594,784,1979,6078,0.332
25595,784,1980,6078,0.332
25596,784,1981,6078,0.332
25597,784,1982,6078,0.332
25598,784,1983,6078,0.332
25599,784,1984,6078,0.332
25600,784,1985,6078,0.332
25601,784,1986,6078,0.332
25602,784,1987,6078,0.332
25603,784,1988,6078,0.332
25604,784,1989,6078,0.332
25605,784,1990,6078,0.332
25606,784,1991,6078,0.332
25607,784,1992,6078,0.332
25608,784,1993,6078,0.332
25609,784,1994,6078,0.332
25610,784,1995,6078,0.332
25611,784,1996,6078,0.332
25612,784,1997,6078,0.332
25613,784,1998,6078,0.332
25614,784,1999,6078,0.332
25615,784,2000,6078,0.332
25616,784,2001,6078,0.332
25617,784,2002,6078,0.332
25618,784,2003,6078,0.332
25619,784,2004,6078,0.332
25620,784,2005,6078,0.332
25621,784,2006,6078,0.332
25622,784,2007,6078,0.332
25623,784,2008,6078,0.332
25624,784,2009,6078,0.332
25625,784,2010,6078,0.332
25626,784,2011,6078,0.332
25627,784,2012,6078,0.332
25628,784,2013,6078,0.332
25629,784,2014,6078,0.332
25630,784,2015,6078,0.332
25631,784,2016,6078,0.332
25632,784,2017,6078,0.332
25633,784,2018,6078,0.332
25634,784,2019,6078,0.332
25635,784,2020,6078,0.332
25636,784,2021,6078,0.332
25637,826,1961,7271,0.496
25638,826,1962,7271,-0.731
25639,826,1963,7271,-0.865
25640,826,1964,7271,0.027
25641,826,1965,7271,-0.574
25642,826,1966,7271,-0.135
25643,826,1967,7271,0.221
25644,826,1968,7271,-0.065
25645,826,1969,7271,-0.208
25646,826,1970,7271,-0.072
25647,826,1971,7271,0.255
25648,826,1972,7271,-0.056
25649,826,1973,7271,0.202
25650,826,1974,7271,-0.064
25651,826,1975,7271,0.602
25652,826,1976,7271,0.727
25653,826,1977,7271,-0.326
25654,826,1978,7271,0.063
25655,826,1979,7271,-0.789
25656,826,1980,7271,-0.03
25657,826,1981,7271,0.165
25658,826,1982,7271,0.106
25659,826,1983,7271,0.337
25660,826,1984,7271,0.325
25661,826,1985,7271,-0.533
25662,826,1986,7271,-0.605
25663,826,1987,7271,-0.294
25664,826,1988,7271,0.299
25665,826,1989,7271,1.137
25666,826,1990,7271,1.006
25667,826,1991,7271,0.199
25668,826,1992,7271,0.512
25669,826,1993,7271,-0.023
25670,826,1994,7271,0.406
25671,826,1995,7271,1.11
25672,826,1996,7271,-0.151
25673,826,1997,7271,0.873
25674,826,1998,7271,0.853
25675,826,1999,7271,1.125
25676,826,2000,7271,0.713
25677,826,2001,7271,0.622
25678,826,2002,7271,1.002
25679,826,2003,7271,1.185
25680,826,2004,7271,1.026
25681,826,2005,7271,1.11
25682,826,2006,7271,1.243
25683,826,2007,7271,1.327
25684,826,2008,7271,0.835
25685,826,2009,7271,0.947
25686,826,2010,7271,-0.054
25687,826,2011,7271,0.847
25688,826,2012,7271,0.574
25689,826,2013,7271,0.373
25690,826,2014,7271,1.739
25691,826,2015,7271,0.629
25692,826,2016,7271,1.175
25693,826,2017,7271,1.437
25694,826,2018,7271,1.012
25695,826,2019,7271,1.247
25696,826,2020,7271,1.383
25697,826,2021,7271,0.951
25698,826,1961,6078,0.445
25699,826,1962,6078,0.445
25700,826,1963,6078,0.445
25701,826,1964,6078,0.445
25702,826,1965,6078,0.445
25703,826,1966,6078,0.445
25704,826,1967,6078,0.445
25705,826,1968,6078,0.445
25706,826,1969,6078,0.445
25707,826,1970,6078,0.445
25708,826,1971,6078,0.445
25709,826,1972,6078,0.445
25710,826,1973,6078,0.445
25711,826,1974,6078,0.445
25712,826,1975,6078,0.445
25713,826,1976,6078,0.445
25714,826,1977,6078,0.445
25715,826,1978,6078,0.445
25716,826,1979,6078,0.445
25717,826,1980,6078,0.445
25718,826,1981,6078,0.445
25719,826,1982,6078,0.445
25720,826,1983,6078,0.445
25721,826,1984,6078,0.445
25722,826,1985,6078,0.445
25723,826,1986,6078,0.445
25724,826,1987,6078,0.445
25725,826,1988,6078,0.445
25726,826,1989,6078,0.445
25727,826,1990,6078,0.445
25728,826,1991,6078,0.445
25729,826,1992,6078,0.445
25730,826,1993,6078,0.445
25731,826,1994,6078,0.445
25732,826,1995,6078,0.445
25733,826,1996,6078,0.445
25734,826,1997,6078,0.445
25735,826,1998,6078,0.445
25736,826,1999,6078,0.445
25737,826,2000,6078,0.445
25738,826,2001,6078,0.445
25739,826,2002,6078,0.445
25740,826,2003,6078,0.445
25741,826,2004,6078,0.445
25742,826,2005,6078,0.445
25743,826,2006,6078,0.445
25744,826,2007,6078,0.445
25745,826,2008,6078,0.445
25746,826,2009,6078,0.445
25747,826,2010,6078,0.445
25748,826,2011,6078,0.445
25749,826,2012,6078,0.445
25750,826,2013,6078,0.445
25751,826,2014,6078,0.445
25752,826,2015,6078,0.445
25753,826,2016,6078,0.445
25754,826,2017,6078,0.445
25755,826,2018,6078,0.445
25756,826,2019,6078,0.445
25757,826,2020,6078,0.445
25758,826,2021,6078,0.445
25759,834,1961,7271,0.345
25760,834,1962,7271,-0.27
25761,834,1963,7271,-0.281
25762,834,1964,7271,-0.403
25763,834,1965,7271,-0.22
25764,834,1966,7271,0.075
25765,834,1967,7271,0.052
25766,834,1968,7271,-0.453
25767,834,1969,7271,0.369
25768,834,1970,7271,0.202
25769,834,1971,7271,-0.264
25770,834,1972,7271,0.051
25771,834,1973,7271,0.353
25772,834,1974,7271,-0.12
25773,834,1975,7271,-0.013
25774,834,1976,7271,0.022
25775,834,1977,7271,0.351
25776,834,1978,7271,0.103
25777,834,1979,7271,-0.079
25778,834,1980,7271,0.445
25779,834,1981,7271,0.395
25780,834,1982,7271,0.462
25781,834,1983,7271,0.754
25782,834,1984,7271,0.151
25783,834,1985,7271,0.12
25784,834,1986,7271,0.259
25785,834,1987,7271,0.679
25786,834,1988,7271,0.739
25787,834,1989,7271,-0.045
25788,834,1990,7271,0.216
25789,834,1991,7271,0.362
25790,834,1992,7271,0.37
25791,834,1993,7271,0.024
25792,834,1994,7271,0.437
25793,834,1995,7271,0.39
25794,834,1996,7271,0.272
25795,834,1997,7271,0.652
25796,834,1998,7271,0.579
25797,834,1999,7271,-0.287
25798,834,2000,7271,0.571
25799,834,2001,7271,0.468
25800,834,2002,7271,0.672
25801,834,2003,7271,1.059
25802,834,2004,7271,0.926
25803,834,2005,7271,0.993
25804,834,2006,7271,0.816
25805,834,2007,7271,0.76
25806,834,2008,7271,0.447
25807,834,2009,7271,0.898
25808,834,2010,7271,1.006
25809,834,2011,7271,0.726
25810,834,2012,7271,0.834
25811,834,2013,7271,0.863
25812,834,2014,7271,0.805
25813,834,2015,7271,0.938
25814,834,2016,7271,1.098
25815,834,2017,7271,1.353
25816,834,2018,7271,0.891
25817,834,2019,7271,1.266
25818,834,2020,7271,1.009
25819,834,2021,7271,1.068
25820,834,1961,6078,0.254
25821,834,1962,6078,0.254
25822,834,1963,6078,0.254
25823,834,1964,6078,0.254
25824,834,1965,6078,0.254
25825,834,1966,6078,0.254
25826,834,1967,6078,0.254
25827,834,1968,6078,0.254
25828,834,1969,6078,0.254
25829,834,1970,6078,0.254
25830,834,1971,6078,0.254
25831,834,1972,6078,0.254
25832,834,1973,6078,0.254
25833,834,1974,6078,0.254
25834,834,1975,6078,0.254
25835,834,1976,6078,0.254
25836,834,1977,6078,0.254
25837,834,1978,6078,0.254
25838,834,1979,6078,0.254
25839,834,1980,6078,0.254
25840,834,1981,6078,0.254
25841,834,1982,6078,0.254
25842,834,1983,6078,0.254
25843,834,1984,6078,0.254
25844,834,1985,6078,0.254
25845,834,1986,6078,0.254
25846,834,1987,6078,0.254
25847,834,1988,6078,0.254
25848,834,1989,6078,0.254
25849,834,1990,6078,0.254
25850,834,1991,6078,0.254
25851,834,1992,6078,0.254
25852,834,1993,6078,0.254
25853,834,1994,6078,0.254
25854,834,1995,6078,0.254
25855,834,1996,6078,0.254
25856,834,1997,6078,0.254
25857,834,1998,6078,0.254
25858,834,1999,6078,0.254
25859,834,2000,6078,0.254
25860,834,2001,6078,0.254
25861,834,2002,6078,0.254
25862,834,2003,6078,0.254
25863,834,2004,6078,0.254
25864,834,2005,6078,0.254
25865,834,2006,6078,0.254
25866,834,2007,6078,0.254
25867,834,2008,6078,0.254
25868,834,2009,6078,0.254
25869,834,2010,6078,0.254
25870,834,2011,6078,0.254
25871,834,2012,6078,0.254
25872,834,2013,6078,0.254
25873,834,2014,6078,0.254
25874,834,2015,6078,0.254
25875,834,2016,6078,0.254
25876,834,2017,6078,0.254
25877,834,2018,6078,0.254
25878,834,2019,6078,0.254
25879,834,2020,6078,0.254
25880,834,2021,6078,0.254
25881,840,1961,7271,0.003
25882,840,1962,7271,-0.021
25883,840,1963,7271,0.419
25884,840,1964,7271,-0.283
25885,840,1965,7271,-0.357
25886,840,1966,7271,-0.213
25887,840,1967,7271,0.076
25888,840,1968,7271,-0.075
25889,840,1969,7271,-0.264
25890,840,1970,7271,-0.029
25891,840,1971,7271,-0.415
25892,840,1972,7271,-0.251
25893,840,1973,7271,-0.015
25894,840,1974,7271,0.079
25895,840,1975,7271,-0.393
25896,840,1976,7271,-0.13
25897,840,1977,7271,0.394
25898,840,1978,7271,0.039
25899,840,1979,7271,-0.298
25900,840,1980,7271,0.413
25901,840,1981,7271,0.871
25902,840,1982,7271,-0.34
25903,840,1983,7271,0.533
25904,840,1984,7271,-0.229
25905,840,1985,7271,-0.027
25906,840,1986,7271,0.578
25907,840,1987,7271,0.904
25908,840,1988,7271,0.463
25909,840,1989,7271,0.319
25910,840,1990,7271,0.665
25911,840,1991,7271,0.52
25912,840,1992,7271,0.387
25913,840,1993,7271,0.002
25914,840,1994,7271,0.461
25915,840,1995,7271,0.626
25916,840,1996,7271,-0.011
25917,840,1997,7271,0.39
25918,840,1998,7271,1.264
25919,840,1999,7271,0.749
25920,840,2000,7271,0.992
25921,840,2001,7271,0.78
25922,840,2002,7271,0.946
25923,840,2003,7271,0.987
25924,840,2004,7271,0.86
25925,840,2005,7271,1.149
25926,840,2006,7271,1.023
25927,840,2007,7271,1.141
25928,840,2008,7271,0.21
25929,840,2009,7271,0.396
25930,840,2010,7271,0.69
25931,840,2011,7271,0.534
25932,840,2012,7271,1.445
25933,840,2013,7271,0.613
25934,840,2014,7271,0.5
25935,840,2015,7271,1.525
25936,840,2016,7271,2.219
25937,840,2017,7271,1.43
25938,840,2018,7271,1.273
25939,840,2019,7271,1.032
25940,840,2020,7271,1.325
25941,840,2021,7271,1.166
25942,840,1961,6078,0.303
25943,840,1962,6078,0.303
25944,840,1963,6078,0.303
25945,840,1964,6078,0.303
25946,840,1965,6078,0.303
25947,840,1966,6078,0.303
25948,840,1967,6078,0.303
25949,840,1968,6078,0.303
25950,840,1969,6078,0.303
25951,840,1970,6078,0.303
25952,840,1971,6078,0.303
25953,840,1972,6078,0.303
25954,840,1973,6078,0.303
25955,840,1974,6078,0.303
25956,840,1975,6078,0.303
25957,840,1976,6078,0.303
25958,840,1977,6078,0.303
25959,840,1978,6078,0.303
25960,840,1979,6078,0.303
25961,840,1980,6078,0.303
25962,840,1981,6078,0.303
25963,840,1982,6078,0.303
25964,840,1983,6078,0.303
25965,840,1984,6078,0.303
25966,840,1985,6078,0.303
25967,840,1986,6078,0.303
25968,840,1987,6078,0.303
25969,840,1988,6078,0.303
25970,840,1989,6078,0.303
25971,840,1990,6078,0.303
25972,840,1991,6078,0.303
25973,840,1992,6078,0.303
25974,840,1993,6078,0.303
25975,840,1994,6078,0.303
25976,840,1995,6078,0.303
25977,840,1996,6078,0.303
25978,840,1997,6078,0.303
25979,840,1998,6078,0.303
25980,840,1999,6078,0.303
25981,840,2000,6078,0.303
25982,840,2001,6078,0.303
25983,840,2002,6078,0.303
25984,840,2003,6078,0.303
25985,840,2004,6078,0.303
25986,840,2005,6078,0.303
25987,840,2006,6078,0.303
25988,840,2007,6078,0.303
25989,840,2008,6078,0.303
25990,840,2009,6078,0.303
25991,840,2010,6078,0.303
25992,840,2011,6078,0.303
25993,840,2012,6078,0.303
25994,840,2013,6078,0.303
25995,840,2014,6078,0.303
25996,840,2015,6078,0.303
25997,840,2016,6078,0.303
25998,840,2017,6078,0.303
25999,840,2018,6078,0.303
26000,840,2019,6078,0.303
26001,840,2020,6078,0.303
26002,840,2021,6078,0.303
